ranking,model,uid,recommendation
"[{'name': 'liked_book_1', 'value': 'Die Umarmung des Todes. - by Natsuo Kirino'}, {'name': 'liked_book_2', 'value': 'Der Campus. - by Dietrich Schwanitz'}, {'name': 'liked_book_3', 'value': 'Die Insel des vollkommenen GlÃ?Â¼cks. - by Christian Waluszek'}, {'name': 'disliked_book_1', 'value': 'Cassie. - by Misty Bernall'}, {'name': 'disliked_book_2', 'value': 'Popcorn. - by Ben Elton'}, {'name': 'disliked_book_3', 'value': 'Der Familienschandfleck. - by Kerstin Bauer'}]",mixtral-8x7b-32768,94865,The Giver - by Lois Lowry
"[{'name': 'liked_book_1', 'value': 'Dave Barry Is Not Making This Up - by Dave Barry'}, {'name': 'liked_book_3', 'value': 'Dave Barry Is Not Taking This Sitting Down - by Dave Barry'}, {'name': 'disliked_book_2', 'value': ""Dave Barry's Complete Guide to Guys - by DAVE BARRY""}, {'name': 'liked_book_2', 'value': 'Audrey Hepburns Neck - by Alan Brown'}, {'name': 'disliked_book_1', 'value': 'The House of Dust (The Quintilian Dalrymple Crime Novels) - by Paul Johnston'}, {'name': 'disliked_book_3', 'value': 'A Tiger for Malgudi (King Penguin S.) - by R.K. Narayan'}]",mixtral-8x7b-32768,95593,Lunatics - by Dave Barry
"[{'name': 'disliked_book_1', 'value': 'The House of Dust (The Quintilian Dalrymple Crime Novels) - by Paul Johnston'}, {'name': 'liked_book_1', 'value': 'Dave Barry Is Not Making This Up - by Dave Barry'}, {'name': 'liked_book_2', 'value': 'Audrey Hepburns Neck - by Alan Brown'}, {'name': 'liked_book_3', 'value': 'Dave Barry Is Not Taking This Sitting Down - by Dave Barry'}, {'name': 'disliked_book_2', 'value': ""Dave Barry's Complete Guide to Guys - by DAVE BARRY""}, {'name': 'disliked_book_3', 'value': 'A Tiger for Malgudi (King Penguin S.) - by R.K. Narayan'}]",mixtral-8x7b-32768,95593,The House of Doom - by Paul Johnston
"[{'name': 'liked_book_1', 'value': 'Dave Barry Is Not Making This Up - by Dave Barry'}, {'name': 'liked_book_3', 'value': 'Dave Barry Is Not Taking This Sitting Down - by Dave Barry'}, {'name': 'disliked_book_3', 'value': 'A Tiger for Malgudi (King Penguin S.) - by R.K. Narayan'}, {'name': 'liked_book_2', 'value': 'Audrey Hepburns Neck - by Alan Brown'}, {'name': 'disliked_book_2', 'value': ""Dave Barry's Complete Guide to Guys - by DAVE BARRY""}, {'name': 'disliked_book_1', 'value': 'The House of Dust (The Quintilian Dalrymple Crime Novels) - by Paul Johnston'}]",mixtral-8x7b-32768,95593,The Ramayana: A Shortened Modern Prose Version of the Indian Epic - by R. K. Narayan
"[{'name': 'liked_book_2', 'value': 'Audrey Hepburns Neck - by Alan Brown'}, {'name': 'liked_book_1', 'value': 'Dave Barry Is Not Making This Up - by Dave Barry'}, {'name': 'liked_book_3', 'value': 'Dave Barry Is Not Taking This Sitting Down - by Dave Barry'}, {'name': 'disliked_book_2', 'value': ""Dave Barry's Complete Guide to Guys - by DAVE BARRY""}, {'name': 'disliked_book_1', 'value': 'The House of Dust (The Quintilian Dalrymple Crime Novels) - by Paul Johnston'}, {'name': 'disliked_book_3', 'value': 'A Tiger for Malgudi (King Penguin S.) - by R.K. Narayan'}]",mixtral-8x7b-32768,95593,Tricky Business - by Alan Brown
"[{'name': 'liked_book_1', 'value': 'The Summons - by John Grisham'}, {'name': 'liked_book_3', 'value': 'To Kill a Mockingbird - by Harper Lee'}, {'name': 'disliked_book_3', 'value': ""The Covenant (Abram's Daughters) - by Beverly Lewis""}, {'name': 'disliked_book_1', 'value': 'Like Silk - by Mary Lynn Baxter'}, {'name': 'disliked_book_2', 'value': 'Message in a Bottle - by Nicholas Sparks'}, {'name': 'liked_book_2', 'value': 'Sentimental Journey - by Jill Barnett'}]",mixtral-8x7b-32768,99252,A Painted House - by John Grisham
"[{'name': 'disliked_book_2', 'value': 'Message in a Bottle - by Nicholas Sparks'}, {'name': 'liked_book_1', 'value': 'The Summons - by John Grisham'}, {'name': 'liked_book_2', 'value': 'Sentimental Journey - by Jill Barnett'}, {'name': 'liked_book_3', 'value': 'To Kill a Mockingbird - by Harper Lee'}, {'name': 'disliked_book_1', 'value': 'Like Silk - by Mary Lynn Baxter'}, {'name': 'disliked_book_3', 'value': ""The Covenant (Abram's Daughters) - by Beverly Lewis""}]",mixtral-8x7b-32768,99252,The Notebook - by Nicholas Sparks
"[{'name': 'liked_book_1', 'value': 'The Summons - by John Grisham'}, {'name': 'liked_book_2', 'value': 'Sentimental Journey - by Jill Barnett'}, {'name': 'liked_book_3', 'value': 'To Kill a Mockingbird - by Harper Lee'}, {'name': 'disliked_book_1', 'value': 'Like Silk - by Mary Lynn Baxter'}, {'name': 'disliked_book_2', 'value': 'Message in a Bottle - by Nicholas Sparks'}, {'name': 'disliked_book_3', 'value': ""The Covenant (Abram's Daughters) - by Beverly Lewis""}]",mixtral-8x7b-32768,99252,The Pelican Brief - by John Grisham
"[{'name': 'disliked_book_2', 'value': 'Message in a Bottle - by Nicholas Sparks'}, {'name': 'disliked_book_1', 'value': 'Like Silk - by Mary Lynn Baxter'}, {'name': 'disliked_book_3', 'value': ""The Covenant (Abram's Daughters) - by Beverly Lewis""}, {'name': 'liked_book_1', 'value': 'The Summons - by John Grisham'}, {'name': 'liked_book_2', 'value': 'Sentimental Journey - by Jill Barnett'}, {'name': 'liked_book_3', 'value': 'To Kill a Mockingbird - by Harper Lee'}]",mixtral-8x7b-32768,99252,The Rescue - by Nicholas Sparks
"[{'name': 'disliked_book_1', 'value': ""Favorite Greek Myths (Dover Children's Thrift Classics) - by Bob Blaisdell""}, {'name': 'liked_book_1', 'value': 'Misery - by Stephen King'}, {'name': 'liked_book_2', 'value': 'Esp: Stories of Strange Happenings - by Rita G. Gelman'}, {'name': 'liked_book_3', 'value': 'REMEMBER ME (REMEMBER ME) - by Christopher Pike'}, {'name': 'disliked_book_2', 'value': 'GHOSTLY TERRORS (RACK SIZE) - by Morris L. Cohen'}, {'name': 'disliked_book_3', 'value': 'Runelore: A Handbook of Esoteric Runology - by Edred Thorsson'}]",mixtral-8x7b-32768,102399,Greek Mythology - by Edith Hamilton
"[{'name': 'disliked_book_1', 'value': ""Favorite Greek Myths (Dover Children's Thrift Classics) - by Bob Blaisdell""}, {'name': 'disliked_book_3', 'value': 'Runelore: A Handbook of Esoteric Runology - by Edred Thorsson'}, {'name': 'liked_book_1', 'value': 'Misery - by Stephen King'}, {'name': 'liked_book_2', 'value': 'Esp: Stories of Strange Happenings - by Rita G. Gelman'}, {'name': 'liked_book_3', 'value': 'REMEMBER ME (REMEMBER ME) - by Christopher Pike'}, {'name': 'disliked_book_2', 'value': 'GHOSTLY TERRORS (RACK SIZE) - by Morris L. Cohen'}]",mixtral-8x7b-32768,102399,The Runes of Evil - by David Pinner
"[{'name': 'liked_book_1', 'value': 'Misery - by Stephen King'}, {'name': 'liked_book_2', 'value': 'Esp: Stories of Strange Happenings - by Rita G. Gelman'}, {'name': 'liked_book_3', 'value': 'REMEMBER ME (REMEMBER ME) - by Christopher Pike'}, {'name': 'disliked_book_1', 'value': ""Favorite Greek Myths (Dover Children's Thrift Classics) - by Bob Blaisdell""}, {'name': 'disliked_book_2', 'value': 'GHOSTLY TERRORS (RACK SIZE) - by Morris L. Cohen'}, {'name': 'disliked_book_3', 'value': 'Runelore: A Handbook of Esoteric Runology - by Edred Thorsson'}]",mixtral-8x7b-32768,102399,The Shining - by Stephen King
"[{'name': 'liked_book_1', 'value': 'Misery - by Stephen King'}, {'name': 'liked_book_2', 'value': 'Esp: Stories of Strange Happenings - by Rita G. Gelman'}, {'name': 'liked_book_3', 'value': 'REMEMBER ME (REMEMBER ME) - by Christopher Pike'}, {'name': 'disliked_book_2', 'value': 'GHOSTLY TERRORS (RACK SIZE) - by Morris L. Cohen'}, {'name': 'disliked_book_1', 'value': ""Favorite Greek Myths (Dover Children's Thrift Classics) - by Bob Blaisdell""}, {'name': 'disliked_book_3', 'value': 'Runelore: A Handbook of Esoteric Runology - by Edred Thorsson'}]",mixtral-8x7b-32768,102399,The Stand - by Stephen King
"[{'name': 'disliked_book_2', 'value': 'Hemingway for Beginners - by Errol Selkirk'}, {'name': 'liked_book_1', 'value': 'CITY MAGICK - by Christopher Penczak'}, {'name': 'liked_book_2', 'value': 'Acid Plaid : New Scottish Writing - by Harry Ritchie'}, {'name': 'liked_book_3', 'value': 'Lucy (Plume Contemporary Fiction) - by Jamaica Kincaid'}, {'name': 'disliked_book_1', 'value': 'Voodoo Child: The Illustrated Legend of Jimi Hendrix (Penguin Studio Books) - by Martin I. Green'}, {'name': 'disliked_book_3', 'value': 'Caleb Beldragons Chronicle of the Three Counties - by Paul Warren'}]",mixtral-8x7b-32768,104443,Hemingway's Boat - by Paul Hendrickson
"[{'name': 'liked_book_1', 'value': 'CITY MAGICK - by Christopher Penczak'}, {'name': 'liked_book_2', 'value': 'Acid Plaid : New Scottish Writing - by Harry Ritchie'}, {'name': 'liked_book_3', 'value': 'Lucy (Plume Contemporary Fiction) - by Jamaica Kincaid'}, {'name': 'disliked_book_1', 'value': 'Voodoo Child: The Illustrated Legend of Jimi Hendrix (Penguin Studio Books) - by Martin I. Green'}, {'name': 'disliked_book_2', 'value': 'Hemingway for Beginners - by Errol Selkirk'}, {'name': 'disliked_book_3', 'value': 'Caleb Beldragons Chronicle of the Three Counties - by Paul Warren'}]",mixtral-8x7b-32768,104443,The City & The City - by China Miéville
"[{'name': 'liked_book_1', 'value': 'CITY MAGICK - by Christopher Penczak'}, {'name': 'liked_book_3', 'value': 'Lucy (Plume Contemporary Fiction) - by Jamaica Kincaid'}, {'name': 'liked_book_2', 'value': 'Acid Plaid : New Scottish Writing - by Harry Ritchie'}, {'name': 'disliked_book_1', 'value': 'Voodoo Child: The Illustrated Legend of Jimi Hendrix (Penguin Studio Books) - by Martin I. Green'}, {'name': 'disliked_book_2', 'value': 'Hemingway for Beginners - by Errol Selkirk'}, {'name': 'disliked_book_3', 'value': 'Caleb Beldragons Chronicle of the Three Counties - by Paul Warren'}]",mixtral-8x7b-32768,104443,The Magicians - by Lev Grossman
"[{'name': 'disliked_book_1', 'value': 'Voodoo Child: The Illustrated Legend of Jimi Hendrix (Penguin Studio Books) - by Martin I. Green'}, {'name': 'liked_book_1', 'value': 'CITY MAGICK - by Christopher Penczak'}, {'name': 'liked_book_2', 'value': 'Acid Plaid : New Scottish Writing - by Harry Ritchie'}, {'name': 'liked_book_3', 'value': 'Lucy (Plume Contemporary Fiction) - by Jamaica Kincaid'}, {'name': 'disliked_book_2', 'value': 'Hemingway for Beginners - by Errol Selkirk'}, {'name': 'disliked_book_3', 'value': 'Caleb Beldragons Chronicle of the Three Counties - by Paul Warren'}]",mixtral-8x7b-32768,104443,Voodoo Dreams - by Jane Yolen
"[{'name': 'disliked_book_1', 'value': 'Neuromancer (Remembering Tomorrow) - by William Gibson'}, {'name': 'liked_book_1', 'value': 'The Lives of the Heart: Poems - by Jane Hirshfield'}, {'name': 'liked_book_2', 'value': 'The Lone Ranger and Tonto Fistfight in Heaven - by Sherman Alexie'}, {'name': 'liked_book_3', 'value': 'Love Medicine - by Louise Erdrich'}, {'name': 'disliked_book_2', 'value': 'The Monkey Wrench Gang - by Edward Abbey'}, {'name': 'disliked_book_3', 'value': 'The 22 Non-Negotiable Laws of Wellness: Feel, Think, and Live Better Than You Ever Thought Possible - by Greg Anderson'}]",mixtral-8x7b-32768,109461,Snow Crash - by Neal Stephenson
"[{'name': 'liked_book_2', 'value': 'The Lone Ranger and Tonto Fistfight in Heaven - by Sherman Alexie'}, {'name': 'liked_book_3', 'value': 'Love Medicine - by Louise Erdrich'}, {'name': 'liked_book_1', 'value': 'The Lives of the Heart: Poems - by Jane Hirshfield'}, {'name': 'disliked_book_1', 'value': 'Neuromancer (Remembering Tomorrow) - by William Gibson'}, {'name': 'disliked_book_2', 'value': 'The Monkey Wrench Gang - by Edward Abbey'}, {'name': 'disliked_book_3', 'value': 'The 22 Non-Negotiable Laws of Wellness: Feel, Think, and Live Better Than You Ever Thought Possible - by Greg Anderson'}]",mixtral-8x7b-32768,109461,The Absolutely True Diary of a Part-Time Indian - by Sherman Alexie
"[{'name': 'liked_book_1', 'value': 'The Lives of the Heart: Poems - by Jane Hirshfield'}, {'name': 'liked_book_2', 'value': 'The Lone Ranger and Tonto Fistfight in Heaven - by Sherman Alexie'}, {'name': 'liked_book_3', 'value': 'Love Medicine - by Louise Erdrich'}, {'name': 'disliked_book_1', 'value': 'Neuromancer (Remembering Tomorrow) - by William Gibson'}, {'name': 'disliked_book_2', 'value': 'The Monkey Wrench Gang - by Edward Abbey'}, {'name': 'disliked_book_3', 'value': 'The 22 Non-Negotiable Laws of Wellness: Feel, Think, and Live Better Than You Ever Thought Possible - by Greg Anderson'}]",mixtral-8x7b-32768,109461,"The Dark Earth and the Light Sky: The Poems of Leonardo da Vinci - by Leonardo da Vinci, John S. Troup (Translator)"
"[{'name': 'disliked_book_2', 'value': 'The Monkey Wrench Gang - by Edward Abbey'}, {'name': 'liked_book_1', 'value': 'The Lives of the Heart: Poems - by Jane Hirshfield'}, {'name': 'liked_book_2', 'value': 'The Lone Ranger and Tonto Fistfight in Heaven - by Sherman Alexie'}, {'name': 'liked_book_3', 'value': 'Love Medicine - by Louise Erdrich'}, {'name': 'disliked_book_1', 'value': 'Neuromancer (Remembering Tomorrow) - by William Gibson'}, {'name': 'disliked_book_3', 'value': 'The 22 Non-Negotiable Laws of Wellness: Feel, Think, and Live Better Than You Ever Thought Possible - by Greg Anderson'}]",mixtral-8x7b-32768,109461,The Earth First! Journal - by Earth First! Journal
"[{'name': 'liked_book_1', 'value': 'Tales of the City (Tales of the City Series, V. 1) - by Armistead Maupin'}, {'name': 'liked_book_2', 'value': 'Hulda - by Carol Svendsen'}, {'name': 'liked_book_3', 'value': 'Solo: On Her Own Adventure - by Susan Fox Rogers'}, {'name': 'disliked_book_1', 'value': 'The Road to Mars - by Eric Idle'}, {'name': 'disliked_book_2', 'value': 'The Bone People - by Keri Hulme'}, {'name': 'disliked_book_3', 'value': 'Son of the Revolution - by LIANG HENG'}]",mixtral-8x7b-32768,112412,Maybe the Moon - by Armistead Maupin
"[{'name': 'liked_book_3', 'value': 'Solo: On Her Own Adventure - by Susan Fox Rogers'}, {'name': 'liked_book_1', 'value': 'Tales of the City (Tales of the City Series, V. 1) - by Armistead Maupin'}, {'name': 'disliked_book_1', 'value': 'The Road to Mars - by Eric Idle'}, {'name': 'disliked_book_3', 'value': 'Son of the Revolution - by LIANG HENG'}, {'name': 'liked_book_2', 'value': 'Hulda - by Carol Svendsen'}, {'name': 'disliked_book_2', 'value': 'The Bone People - by Keri Hulme'}]",mixtral-8x7b-32768,112412,The Dark Room - by Minette Walters
"[{'name': 'liked_book_1', 'value': 'Tales of the City (Tales of the City Series, V. 1) - by Armistead Maupin'}, {'name': 'liked_book_2', 'value': 'Hulda - by Carol Svendsen'}, {'name': 'liked_book_3', 'value': 'Solo: On Her Own Adventure - by Susan Fox Rogers'}, {'name': 'disliked_book_1', 'value': 'The Road to Mars - by Eric Idle'}, {'name': 'disliked_book_2', 'value': 'The Bone People - by Keri Hulme'}, {'name': 'disliked_book_3', 'value': 'Son of the Revolution - by LIANG HENG'}]",mixtral-8x7b-32768,112412,The Days of Anna Madrigal - by Armistead Maupin
"[{'name': 'liked_book_1', 'value': 'Tales of the City (Tales of the City Series, V. 1) - by Armistead Maupin'}, {'name': 'liked_book_2', 'value': 'Hulda - by Carol Svendsen'}, {'name': 'liked_book_3', 'value': 'Solo: On Her Own Adventure - by Susan Fox Rogers'}, {'name': 'disliked_book_2', 'value': 'The Bone People - by Keri Hulme'}, {'name': 'disliked_book_1', 'value': 'The Road to Mars - by Eric Idle'}, {'name': 'disliked_book_3', 'value': 'Son of the Revolution - by LIANG HENG'}]",mixtral-8x7b-32768,112412,The Meaning of Night - by Michael Cox
"[{'name': 'liked_book_1', 'value': 'The God of Small Things - by Arundhati Roy'}, {'name': 'liked_book_2', 'value': 'Cold Mountain - by Charles Frazier'}, {'name': 'disliked_book_2', 'value': 'Daughter of Fortune - by Isabel Allende'}, {'name': 'liked_book_3', 'value': 'Back When We Were Grownups: A Novel - by ANNE TYLER'}, {'name': 'disliked_book_3', 'value': 'Life of Pi - by Yann Martel'}, {'name': 'disliked_book_1', 'value': 'The Christmas Train - by David Baldacci'}]",mixtral-8x7b-32768,115150,A Thousand Splendid Suns - by Khaled Hosseini
"[{'name': 'disliked_book_1', 'value': 'The Christmas Train - by David Baldacci'}, {'name': 'disliked_book_2', 'value': 'Daughter of Fortune - by Isabel Allende'}, {'name': 'disliked_book_3', 'value': 'Life of Pi - by Yann Martel'}, {'name': 'liked_book_1', 'value': 'The God of Small Things - by Arundhati Roy'}, {'name': 'liked_book_2', 'value': 'Cold Mountain - by Charles Frazier'}, {'name': 'liked_book_3', 'value': 'Back When We Were Grownups: A Novel - by ANNE TYLER'}]",mixtral-8x7b-32768,115150,The Da Vinci Code - by Dan Brown
"[{'name': 'disliked_book_3', 'value': 'Life of Pi - by Yann Martel'}, {'name': 'disliked_book_2', 'value': 'Daughter of Fortune - by Isabel Allende'}, {'name': 'liked_book_1', 'value': 'The God of Small Things - by Arundhati Roy'}, {'name': 'liked_book_2', 'value': 'Cold Mountain - by Charles Frazier'}, {'name': 'liked_book_3', 'value': 'Back When We Were Grownups: A Novel - by ANNE TYLER'}, {'name': 'disliked_book_1', 'value': 'The Christmas Train - by David Baldacci'}]",mixtral-8x7b-32768,115150,The Girl with the Dragon Tattoo - by Stieg Larsson
"[{'name': 'liked_book_1', 'value': 'The God of Small Things - by Arundhati Roy'}, {'name': 'liked_book_3', 'value': 'Back When We Were Grownups: A Novel - by ANNE TYLER'}, {'name': 'liked_book_2', 'value': 'Cold Mountain - by Charles Frazier'}, {'name': 'disliked_book_1', 'value': 'The Christmas Train - by David Baldacci'}, {'name': 'disliked_book_2', 'value': 'Daughter of Fortune - by Isabel Allende'}, {'name': 'disliked_book_3', 'value': 'Life of Pi - by Yann Martel'}]",mixtral-8x7b-32768,115150,The Secret Life of Bees - by Sue Monk Kidd
"[{'name': 'liked_book_1', 'value': 'In His Steps - by Charles Sheldon'}, {'name': 'liked_book_2', 'value': 'On the Banks of Plum Creek - by Laura Ingalls Wilder'}, {'name': 'liked_book_3', 'value': 'Black Stallion - by Walter Farley'}, {'name': 'disliked_book_3', 'value': 'My Utmost for His Highest, Promotional Edition - by Oswald Chambers'}, {'name': 'disliked_book_2', 'value': 'Eternal Passage (California Pioneer Series, Book 3) - by Elaine Schulte'}, {'name': 'disliked_book_1', 'value': 'JANET HAMM NEEDS A DATE FOR THE DANCE - by EVE BUNTING'}]",mixtral-8x7b-32768,117581,Amazing Grace - by Mary Hoffman
"[{'name': 'liked_book_1', 'value': 'In His Steps - by Charles Sheldon'}, {'name': 'liked_book_2', 'value': 'On the Banks of Plum Creek - by Laura Ingalls Wilder'}, {'name': 'liked_book_3', 'value': 'Black Stallion - by Walter Farley'}, {'name': 'disliked_book_1', 'value': 'JANET HAMM NEEDS A DATE FOR THE DANCE - by EVE BUNTING'}, {'name': 'disliked_book_2', 'value': 'Eternal Passage (California Pioneer Series, Book 3) - by Elaine Schulte'}, {'name': 'disliked_book_3', 'value': 'My Utmost for His Highest, Promotional Edition - by Oswald Chambers'}]",mixtral-8x7b-32768,117581,Green Eggs and Ham - by Dr. Seuss
"[{'name': 'liked_book_1', 'value': 'In His Steps - by Charles Sheldon'}, {'name': 'liked_book_2', 'value': 'On the Banks of Plum Creek - by Laura Ingalls Wilder'}, {'name': 'liked_book_3', 'value': 'Black Stallion - by Walter Farley'}, {'name': 'disliked_book_2', 'value': 'Eternal Passage (California Pioneer Series, Book 3) - by Elaine Schulte'}, {'name': 'disliked_book_1', 'value': 'JANET HAMM NEEDS A DATE FOR THE DANCE - by EVE BUNTING'}, {'name': 'disliked_book_3', 'value': 'My Utmost for His Highest, Promotional Edition - by Oswald Chambers'}]",mixtral-8x7b-32768,117581,The Giving Tree - by Shel Silverstein
"[{'name': 'liked_book_1', 'value': 'In His Steps - by Charles Sheldon'}, {'name': 'liked_book_2', 'value': 'On the Banks of Plum Creek - by Laura Ingalls Wilder'}, {'name': 'liked_book_3', 'value': 'Black Stallion - by Walter Farley'}, {'name': 'disliked_book_1', 'value': 'JANET HAMM NEEDS A DATE FOR THE DANCE - by EVE BUNTING'}, {'name': 'disliked_book_2', 'value': 'Eternal Passage (California Pioneer Series, Book 3) - by Elaine Schulte'}, {'name': 'disliked_book_3', 'value': 'My Utmost for His Highest, Promotional Edition - by Oswald Chambers'}]",mixtral-8x7b-32768,117581,The Secret Garden - by Frances Hodgson Burnett
"[{'name': 'disliked_book_3', 'value': 'Murder on the Orient Express - by Agatha Christie'}, {'name': 'liked_book_3', 'value': 'Jurassic Park - by Michael Crichton'}, {'name': 'liked_book_1', 'value': 'A Dream of Eagles - by Jack Whyte'}, {'name': 'liked_book_2', 'value': 'Her Secret Longing (Silhouette Romance, No. 1545) - by Gail Gaymer Martin'}, {'name': 'disliked_book_1', 'value': 'Wild Animus - by Rich Shapero'}, {'name': 'disliked_book_2', 'value': 'The Unborn - by David Shobin'}]",mixtral-8x7b-32768,122086,The Da Vinci Code - by Dan Brown
"[{'name': 'disliked_book_1', 'value': 'Wild Animus - by Rich Shapero'}, {'name': 'disliked_book_2', 'value': 'The Unborn - by David Shobin'}, {'name': 'liked_book_3', 'value': 'Jurassic Park - by Michael Crichton'}, {'name': 'disliked_book_3', 'value': 'Murder on the Orient Express - by Agatha Christie'}, {'name': 'liked_book_1', 'value': 'A Dream of Eagles - by Jack Whyte'}, {'name': 'liked_book_2', 'value': 'Her Secret Longing (Silhouette Romance, No. 1545) - by Gail Gaymer Martin'}]",mixtral-8x7b-32768,122086,The Girl with the Dragon Tattoo - by Stieg Larsson
"[{'name': 'liked_book_1', 'value': 'A Dream of Eagles - by Jack Whyte'}, {'name': 'liked_book_3', 'value': 'Jurassic Park - by Michael Crichton'}, {'name': 'liked_book_2', 'value': 'Her Secret Longing (Silhouette Romance, No. 1545) - by Gail Gaymer Martin'}, {'name': 'disliked_book_1', 'value': 'Wild Animus - by Rich Shapero'}, {'name': 'disliked_book_2', 'value': 'The Unborn - by David Shobin'}, {'name': 'disliked_book_3', 'value': 'Murder on the Orient Express - by Agatha Christie'}]",mixtral-8x7b-32768,122086,The Last Kingdom - by Bernard Cornwell
"[{'name': 'liked_book_3', 'value': 'Jurassic Park - by Michael Crichton'}, {'name': 'liked_book_2', 'value': 'Her Secret Longing (Silhouette Romance, No. 1545) - by Gail Gaymer Martin'}, {'name': 'liked_book_1', 'value': 'A Dream of Eagles - by Jack Whyte'}, {'name': 'disliked_book_1', 'value': 'Wild Animus - by Rich Shapero'}, {'name': 'disliked_book_2', 'value': 'The Unborn - by David Shobin'}, {'name': 'disliked_book_3', 'value': 'Murder on the Orient Express - by Agatha Christie'}]",mixtral-8x7b-32768,122086,The Time Traveler's Wife - by Audrey Niffenegger
"[{'name': 'liked_book_2', 'value': 'How to Lie With Statistics - by Darrell Huff'}, {'name': 'liked_book_3', 'value': 'Of Human Bondage - by W. Somerset Maugham'}, {'name': 'liked_book_1', 'value': ""The Complete Idiot's Guide to Starting Your Own Business (Complete Idiot's Guides) - by Ed Paulson""}, {'name': 'disliked_book_1', 'value': 'The Cartoon Guide to Statistics - by Larry Gonick'}, {'name': 'disliked_book_2', 'value': 'Living Language Diccionario de EspaÃ±ol - by Ana Suffredini'}, {'name': 'disliked_book_3', 'value': 'OUT OF THE WOODS : Stories - by Chris Offutt'}]",mixtral-8x7b-32768,123988,Influence: The Psychology of Persuasion - by Robert B. Cialdini
"[{'name': 'disliked_book_2', 'value': 'Living Language Diccionario de EspaÃ±ol - by Ana Suffredini'}, {'name': 'liked_book_1', 'value': ""The Complete Idiot's Guide to Starting Your Own Business (Complete Idiot's Guides) - by Ed Paulson""}, {'name': 'liked_book_2', 'value': 'How to Lie With Statistics - by Darrell Huff'}, {'name': 'liked_book_3', 'value': 'Of Human Bondage - by W. Somerset Maugham'}, {'name': 'disliked_book_1', 'value': 'The Cartoon Guide to Statistics - by Larry Gonick'}, {'name': 'disliked_book_3', 'value': 'OUT OF THE WOODS : Stories - by Chris Offutt'}]",mixtral-8x7b-32768,123988,Living Language Spanish Dictionary - by Ana Suffredini
"[{'name': 'disliked_book_1', 'value': 'The Cartoon Guide to Statistics - by Larry Gonick'}, {'name': 'liked_book_1', 'value': ""The Complete Idiot's Guide to Starting Your Own Business (Complete Idiot's Guides) - by Ed Paulson""}, {'name': 'liked_book_2', 'value': 'How to Lie With Statistics - by Darrell Huff'}, {'name': 'liked_book_3', 'value': 'Of Human Bondage - by W. Somerset Maugham'}, {'name': 'disliked_book_2', 'value': 'Living Language Diccionario de EspaÃ±ol - by Ana Suffredini'}, {'name': 'disliked_book_3', 'value': 'OUT OF THE WOODS : Stories - by Chris Offutt'}]",mixtral-8x7b-32768,123988,The Cartoon Guide to Nonparametric Statistics - by Larry Gonick
"[{'name': 'liked_book_1', 'value': ""The Complete Idiot's Guide to Starting Your Own Business - by Ed Paulson""}, {'name': 'liked_book_2', 'value': 'How to Lie With Statistics - by Darrell Huff'}, {'name': 'liked_book_3', 'value': 'Of Human Bondage - by W. Somerset Maugham'}, {'name': 'disliked_book_1', 'value': 'The Cartoon Guide to Statistics - by Larry Gonick'}, {'name': 'disliked_book_2', 'value': 'Living Language Diccionario de EspaÃ±ol - by Ana Suffredini'}, {'name': 'disliked_book_3', 'value': 'OUT OF THE WOODS : Stories - by Chris Offutt'}]",mixtral-8x7b-32768,123988,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses - by Eric Ries
"[{'name': 'liked_book_1', 'value': 'On the Street Where You Live : A Novel - by Mary Higgins Clark'}, {'name': 'liked_book_2', 'value': ""Friday's Child - by Georgette Heyer""}, {'name': 'liked_book_3', 'value': 'Corinthian - by Georgette Heyer'}, {'name': 'disliked_book_1', 'value': 'In the Light of Sigma Draconis (A Woman of the Iron People, Part 1) - by Eleanor Arnason'}, {'name': 'disliked_book_2', 'value': 'Indigo Moon - by Patricia Rice'}, {'name': 'disliked_book_3', 'value': 'Lady Susan ; The Watsons ; Sanditon (Penguin English Library) - by Jane Austen'}]",mixtral-8x7b-32768,124233,The Cottage at Crooked Lake - by Mary Higgins Clark
"[{'name': 'disliked_book_1', 'value': 'In the Light of Sigma Draconis (A Woman of the Iron People, Part 1) - by Eleanor Arnason'}, {'name': 'liked_book_1', 'value': 'On the Street Where You Live : A Novel - by Mary Higgins Clark'}, {'name': 'liked_book_2', 'value': ""Friday's Child - by Georgette Heyer""}, {'name': 'liked_book_3', 'value': 'Corinthian - by Georgette Heyer'}, {'name': 'disliked_book_2', 'value': 'Indigo Moon - by Patricia Rice'}, {'name': 'disliked_book_3', 'value': 'Lady Susan ; The Watsons ; Sanditon (Penguin English Library) - by Jane Austen'}]",mixtral-8x7b-32768,124233,The Left Hand of Darkness - by Ursula K. Le Guin
"[{'name': 'liked_book_2', 'value': ""Friday's Child - by Georgette Heyer""}, {'name': 'liked_book_3', 'value': 'Corinthian - by Georgette Heyer'}, {'name': 'liked_book_1', 'value': 'On the Street Where You Live : A Novel - by Mary Higgins Clark'}, {'name': 'disliked_book_3', 'value': 'Lady Susan ; The Watsons ; Sanditon (Penguin English Library) - by Jane Austen'}, {'name': 'disliked_book_2', 'value': 'Indigo Moon - by Patricia Rice'}, {'name': 'disliked_book_1', 'value': 'In the Light of Sigma Draconis (A Woman of the Iron People, Part 1) - by Eleanor Arnason'}]",mixtral-8x7b-32768,124233,The Quiet Gentleman - by Georgette Heyer
