ranking,model,pid,recommendation
"[{'name': 'song_1', 'value': 'Fire Alarm - by Castlecomer'}, {'name': 'song_2', 'value': 'Countdown - by Jupiter One'}, {'name': 'song_3', 'value': 'Entertainment - by Phoenix'}, {'name': 'song_4', 'value': '1901 - by Phoenix'}, {'name': 'song_5', 'value': 'What You Know - by Two Door Cinema Club'}, {'name': 'playlist_name', 'value': 'Countdown'}]",mixtral-8x7b-32768,503111,Halo - by Beyoncé
"[{'name': 'song_1', 'value': 'Fire Alarm - by Castlecomer'}, {'name': 'song_3', 'value': 'Entertainment - by Phoenix'}, {'name': 'song_5', 'value': 'What You Know - by Two Door Cinema Club'}, {'name': 'playlist_name', 'value': 'Countdown'}, {'name': 'song_2', 'value': 'Countdown - by Jupiter One'}, {'name': 'song_4', 'value': '1901 - by Phoenix'}]",mixtral-8x7b-32768,503111,Longshot - by Catfish and the Bottlemen
"[{'name': 'song_5', 'value': 'What You Know - by Two Door Cinema Club'}, {'name': 'song_1', 'value': 'Fire Alarm - by Castlecomer'}, {'name': 'song_2', 'value': 'Countdown - by Jupiter One'}, {'name': 'song_3', 'value': 'Entertainment - by Phoenix'}, {'name': 'song_4', 'value': '1901 - by Phoenix'}, {'name': 'playlist_name', 'value': 'Countdown'}]",mixtral-8x7b-32768,503111,Shape of You - by Ed Sheeran
"[{'name': 'playlist_name', 'value': 'Oldies'}, {'name': 'song_1', 'value': ""Don't Stop Believin' - by Journey""}, {'name': 'song_2', 'value': 'Hold the Line - by Toto'}, {'name': 'song_4', 'value': 'Dream On - by Aerosmith'}, {'name': 'song_3', 'value': 'Renegade - by Styx'}, {'name': 'song_5', 'value': 'I Want To Know What Love Is - Remastered - by Foreigner'}]",mixtral-8x7b-32768,514877,Comfortably Numb - by Pink Floyd
"[{'name': 'playlist_name', 'value': 'Oldies'}, {'name': 'song_1', 'value': ""Don't Stop Believin' - by Journey""}, {'name': 'song_4', 'value': 'Dream On - by Aerosmith'}, {'name': 'song_2', 'value': 'Hold the Line - by Toto'}, {'name': 'song_3', 'value': 'Renegade - by Styx'}, {'name': 'song_5', 'value': 'I Want To Know What Love Is - Remastered - by Foreigner'}]",mixtral-8x7b-32768,514877,Hotel California - by The Eagles
"[{'name': 'playlist_name', 'value': 'Oldies'}, {'name': 'song_1', 'value': ""Don't Stop Believin' - by Journey""}, {'name': 'song_2', 'value': 'Hold the Line - by Toto'}, {'name': 'song_3', 'value': 'Renegade - by Styx'}, {'name': 'song_4', 'value': 'Dream On - by Aerosmith'}, {'name': 'song_5', 'value': 'I Want To Know What Love Is - Remastered - by Foreigner'}]",mixtral-8x7b-32768,514877,Smells Like Teen Spirit - by Nirvana
"[{'name': 'playlist_name', 'value': 'Oldies'}, {'name': 'song_4', 'value': 'Dream On - by Aerosmith'}, {'name': 'song_5', 'value': 'I Want To Know What Love Is - Remastered - by Foreigner'}, {'name': 'song_1', 'value': ""Don't Stop Believin' - by Journey""}, {'name': 'song_2', 'value': 'Hold the Line - by Toto'}, {'name': 'song_3', 'value': 'Renegade - by Styx'}]",mixtral-8x7b-32768,514877,Sweet Child O' Mine - by Guns N' Roses
"[{'name': 'playlist_name', 'value': '90'}, {'name': 'song_1', 'value': 'Doo Wop (That Thing) - by Ms. Lauryn Hill'}, {'name': 'song_2', 'value': 'Genie in a Bottle - by Christina Aguilera'}, {'name': 'song_3', 'value': 'Ghetto Supastar (That is What You Are) - by Pras'}, {'name': 'song_4', 'value': 'I Want You Back - Radio Edit - by *NSYNC'}, {'name': 'song_5', 'value': 'What You Want (feat. Total) - by Mase'}]",mixtral-8x7b-32768,517612,No Scrubs - by TLC
"[{'name': 'song_1', 'value': 'Doo Wop (That Thing) - by Ms. Lauryn Hill'}, {'name': 'song_2', 'value': 'Genie in a Bottle - by Christina Aguilera'}, {'name': 'song_3', 'value': 'Ghetto Supastar (That is What You Are) - by Pras'}, {'name': 'song_4', 'value': 'I Want You Back - Radio Edit - by *NSYNC'}, {'name': 'song_5', 'value': 'What You Want (feat. Total) - by Mase'}, {'name': 'playlist_name', 'value': '90'}]",mixtral-8x7b-32768,517612,Shape of You - by Ed Sheeran
"[{'name': 'song_4', 'value': 'I Want You Back - Radio Edit - by *NSYNC'}, {'name': 'playlist_name', 'value': '90'}, {'name': 'song_2', 'value': 'Genie in a Bottle - by Christina Aguilera'}, {'name': 'song_1', 'value': 'Doo Wop (That Thing) - by Ms. Lauryn Hill'}, {'name': 'song_3', 'value': 'Ghetto Supastar (That is What You Are) - by Pras'}, {'name': 'song_5', 'value': 'What You Want (feat. Total) - by Mase'}]",mixtral-8x7b-32768,517612,Tearin' Up My Heart - by *NSYNC
"[{'name': 'playlist_name', 'value': '90'}, {'name': 'song_1', 'value': 'Doo Wop (That Thing) - by Ms. Lauryn Hill'}, {'name': 'song_2', 'value': 'Genie in a Bottle - by Christina Aguilera'}, {'name': 'song_3', 'value': 'Ghetto Supastar (That is What You Are) - by Pras'}, {'name': 'song_4', 'value': 'I Want You Back - Radio Edit - by *NSYNC'}, {'name': 'song_5', 'value': 'What You Want (feat. Total) - by Mase'}]",mixtral-8x7b-32768,517612,Wrecking Ball - by Miley Cyrus
"[{'name': 'playlist_name', 'value': 'boleros'}, {'name': 'song_1', 'value': 'Adoro - con Alejandro Sanz - by Armando Manzanero'}, {'name': 'song_2', 'value': 'Somos Novios - feat. Lolita - by Armando Manzanero'}, {'name': 'song_3', 'value': 'Nada Personal - by Armando Manzanero'}, {'name': 'song_4', 'value': 'No - by Armando Manzanero'}, {'name': 'song_5', 'value': 'Contigo Aprendi - by Marco Antonio Muñiz'}]",mixtral-8x7b-32768,518425,Bad Guy - by Billie Eilish
"[{'name': 'playlist_name', 'value': 'boleros'}, {'name': 'song_1', 'value': 'Adoro - con Alejandro Sanz - by Armando Manzanero'}, {'name': 'song_2', 'value': 'Somos Novios - feat. Lolita - by Armando Manzanero'}, {'name': 'song_3', 'value': 'Nada Personal - by Armando Manzanero'}, {'name': 'song_4', 'value': 'No - by Armando Manzanero'}, {'name': 'song_5', 'value': 'Contigo Aprendi - by Marco Antonio Muñiz'}]",mixtral-8x7b-32768,518425,Esta Tarde Vi Llover - by Armando Manzanero
"[{'name': 'playlist_name', 'value': 'boleros'}, {'name': 'song_1', 'value': 'Adoro - con Alejandro Sanz - by Armando Manzanero'}, {'name': 'song_2', 'value': 'Somos Novios - feat. Lolita - by Armando Manzanero'}, {'name': 'song_3', 'value': 'Nada Personal - by Armando Manzanero'}, {'name': 'song_4', 'value': 'No - by Armando Manzanero'}, {'name': 'song_5', 'value': 'Contigo Aprendi - by Marco Antonio Muñiz'}]",mixtral-8x7b-32768,518425,Shape of You - by Ed Sheeran
"[{'name': 'song_5', 'value': 'Contigo Aprendi - by Marco Antonio Muñiz'}, {'name': 'playlist_name', 'value': 'boleros'}, {'name': 'song_1', 'value': 'Adoro - con Alejandro Sanz - by Armando Manzanero'}, {'name': 'song_2', 'value': 'Somos Novios - feat. Lolita - by Armando Manzanero'}, {'name': 'song_3', 'value': 'Nada Personal - by Armando Manzanero'}, {'name': 'song_4', 'value': 'No - by Armando Manzanero'}]",mixtral-8x7b-32768,518425,Tengo Ganas - by Marco Antonio Muñiz
"[{'name': 'song_1', 'value': 'Flashlight - by The Front Bottoms'}, {'name': 'song_3', 'value': 'Island In The Sun - by Weezer'}, {'name': 'song_4', 'value': 'Quicksand - by The Story So Far'}, {'name': 'song_2', 'value': 'Expectations - by Belle & Sebastian'}, {'name': 'song_5', 'value': 'Bloom - Bonus Track - by The Paper Kites'}, {'name': 'playlist_name', 'value': 'bath'}]",mixtral-8x7b-32768,523577,Bodies - by The xx
"[{'name': 'playlist_name', 'value': 'bath'}, {'name': 'song_3', 'value': 'Island In The Sun - by Weezer'}, {'name': 'song_5', 'value': 'Bloom - Bonus Track - by The Paper Kites'}, {'name': 'song_2', 'value': 'Expectations - by Belle & Sebastian'}, {'name': 'song_1', 'value': 'Flashlight - by The Front Bottoms'}, {'name': 'song_4', 'value': 'Quicksand - by The Story So Far'}]",mixtral-8x7b-32768,523577,Daylight - by Matt and Kim
"[{'name': 'playlist_name', 'value': 'bath'}, {'name': 'song_1', 'value': 'Flashlight - by The Front Bottoms'}, {'name': 'song_2', 'value': 'Expectations - by Belle & Sebastian'}, {'name': 'song_3', 'value': 'Island In The Sun - by Weezer'}, {'name': 'song_5', 'value': 'Bloom - Bonus Track - by The Paper Kites'}, {'name': 'song_4', 'value': 'Quicksand - by The Story So Far'}]",mixtral-8x7b-32768,523577,Enter Sandman - by Metallica
"[{'name': 'song_3', 'value': 'Island In The Sun - by Weezer'}, {'name': 'song_1', 'value': 'Flashlight - by The Front Bottoms'}, {'name': 'song_2', 'value': 'Expectations - by Belle & Sebastian'}, {'name': 'song_5', 'value': 'Bloom - Bonus Track - by The Paper Kites'}, {'name': 'playlist_name', 'value': 'bath'}, {'name': 'song_4', 'value': 'Quicksand - by The Story So Far'}]",mixtral-8x7b-32768,523577,Sunkissed - by The Wombats
"[{'name': 'playlist_name', 'value': 'Driving'}, {'name': 'song_1', 'value': 'Lights - by Klaypex'}, {'name': 'song_2', 'value': 'You Are My Summer - by La+ch'}, {'name': 'song_3', 'value': 'Waves - Robin Schulz Radio Edit - by Mr. Probz'}, {'name': 'song_4', 'value': 'High You Are - by What So Not'}, {'name': 'song_5', 'value': 'Games - by CLAIRE'}]",mixtral-8x7b-32768,533893,Fast Cars - by Travis Scott
"[{'name': 'song_1', 'value': 'Lights - by Klaypex'}, {'name': 'song_2', 'value': 'You Are My Summer - by La+ch'}, {'name': 'song_3', 'value': 'Waves - Robin Schulz Radio Edit - by Mr. Probz'}, {'name': 'song_4', 'value': 'High You Are - by What So Not'}, {'name': 'song_5', 'value': 'Games - by CLAIRE'}, {'name': 'playlist_name', 'value': 'Driving'}]",mixtral-8x7b-32768,533893,I Will Survive - by Gloria Gaynor
"[{'name': 'song_2', 'value': 'You Are My Summer - by La+ch'}, {'name': 'song_3', 'value': 'Waves - Robin Schulz Radio Edit - by Mr. Probz'}, {'name': 'playlist_name', 'value': 'Driving'}, {'name': 'song_1', 'value': 'Lights - by Klaypex'}, {'name': 'song_4', 'value': 'High You Are - by What So Not'}, {'name': 'song_5', 'value': 'Games - by CLAIRE'}]",mixtral-8x7b-32768,533893,Roads Untraveled - by Linkin Park
"[{'name': 'playlist_name', 'value': 'Driving'}, {'name': 'song_2', 'value': 'You Are My Summer - by La+ch'}, {'name': 'song_3', 'value': 'Waves - Robin Schulz Radio Edit - by Mr. Probz'}, {'name': 'song_1', 'value': 'Lights - by Klaypex'}, {'name': 'song_4', 'value': 'High You Are - by What So Not'}, {'name': 'song_5', 'value': 'Games - by CLAIRE'}]",mixtral-8x7b-32768,533893,Someone Like You - by Adele
"[{'name': 'song_4', 'value': 'idontwannabeyouanymore - by Billie Eilish'}, {'name': 'song_3', 'value': 'Everybody Knows - by Kimbra'}, {'name': 'song_1', 'value': 'Get Some - by Ghosted'}, {'name': 'song_2', 'value': 'Honey Sweet - by Blossoms'}, {'name': 'song_5', 'value': 'What Lovers Do (feat. SZA) - by Maroon 5'}, {'name': 'playlist_name', 'value': ""Autumn '17""}]",mixtral-8x7b-32768,541281,California Gurls - by Katy Perry
"[{'name': 'song_2', 'value': 'Honey Sweet - by Blossoms'}, {'name': 'song_5', 'value': 'What Lovers Do (feat. SZA) - by Maroon 5'}, {'name': 'playlist_name', 'value': ""Autumn '17""}, {'name': 'song_4', 'value': 'idontwannabeyouanymore - by Billie Eilish'}, {'name': 'song_3', 'value': 'Everybody Knows - by Kimbra'}, {'name': 'song_1', 'value': 'Get Some - by Ghosted'}]",mixtral-8x7b-32768,541281,Cosy in Brooklyn - by Moss Kena
"[{'name': 'playlist_name', 'value': ""Autumn '17""}, {'name': 'song_1', 'value': 'Get Some - by Ghosted'}, {'name': 'song_2', 'value': 'Honey Sweet - by Blossoms'}, {'name': 'song_5', 'value': 'What Lovers Do (feat. SZA) - by Maroon 5'}, {'name': 'song_3', 'value': 'Everybody Knows - by Kimbra'}, {'name': 'song_4', 'value': 'idontwannabeyouanymore - by Billie Eilish'}]",mixtral-8x7b-32768,541281,Sweater Weather - by The Neighbourhood
"[{'name': 'song_4', 'value': 'idontwannabeyouanymore - by Billie Eilish'}, {'name': 'song_2', 'value': 'Honey Sweet - by Blossoms'}, {'name': 'song_3', 'value': 'Everybody Knows - by Kimbra'}, {'name': 'song_1', 'value': 'Get Some - by Ghosted'}, {'name': 'playlist_name', 'value': ""Autumn '17""}, {'name': 'song_5', 'value': 'What Lovers Do (feat. SZA) - by Maroon 5'}]",mixtral-8x7b-32768,541281,Work From Home - by Fifth Harmony
"[{'name': 'song_1', 'value': 'I Need My Girl - by The National'}, {'name': 'song_4', 'value': ""Don't Swallow the Cap - by The National""}, {'name': 'playlist_name', 'value': 'Mix'}, {'name': 'song_2', 'value': 'The Good Left Undone - by Rise Against'}, {'name': 'song_5', 'value': 'Savior - by Rise Against'}, {'name': 'song_3', 'value': 'Take It Or Leave It - by Sublime With Rome'}]",mixtral-8x7b-32768,543542,Bloodbuzz Ohio - by The National
"[{'name': 'song_1', 'value': 'I Need My Girl - by The National'}, {'name': 'song_4', 'value': ""Don't Swallow the Cap - by The National""}, {'name': 'song_2', 'value': 'The Good Left Undone - by Rise Against'}, {'name': 'song_5', 'value': 'Savior - by Rise Against'}, {'name': 'song_3', 'value': 'Take It Or Leave It - by Sublime With Rome'}, {'name': 'playlist_name', 'value': 'Mix'}]",mixtral-8x7b-32768,543542,Mr. Brightside - by The Killers
"[{'name': 'song_2', 'value': 'The Good Left Undone - by Rise Against'}, {'name': 'song_5', 'value': 'Savior - by Rise Against'}, {'name': 'playlist_name', 'value': 'Mix'}, {'name': 'song_1', 'value': 'I Need My Girl - by The National'}, {'name': 'song_4', 'value': ""Don't Swallow the Cap - by The National""}, {'name': 'song_3', 'value': 'Take It Or Leave It - by Sublime With Rome'}]",mixtral-8x7b-32768,543542,Prayer of the Refugee - by Rise Against
"[{'name': 'song_1', 'value': 'I Need My Girl - by The National'}, {'name': 'song_4', 'value': ""Don't Swallow the Cap - by The National""}, {'name': 'song_2', 'value': 'The Good Left Undone - by Rise Against'}, {'name': 'song_5', 'value': 'Savior - by Rise Against'}, {'name': 'song_3', 'value': 'Take It Or Leave It - by Sublime With Rome'}, {'name': 'playlist_name', 'value': 'Mix'}]",mixtral-8x7b-32768,543542,Santeria - by Sublime
"[{'name': 'playlist_name', 'value': 'Mellow'}, {'name': 'song_1', 'value': 'I Summon You - by Spoon'}, {'name': 'song_2', 'value': 'You And I - by Wilco'}, {'name': 'song_3', 'value': 'Sleepyhead - by Passion Pit'}, {'name': 'song_5', 'value': 'West Coast - by Coconut Records'}, {'name': 'song_4', 'value': 'Satellite - by Guster'}]",mixtral-8x7b-32768,553023,Caring is Creepy - by The Shins
"[{'name': 'playlist_name', 'value': 'Mellow'}, {'name': 'song_1', 'value': 'I Summon You - by Spoon'}, {'name': 'song_2', 'value': 'You And I - by Wilco'}, {'name': 'song_3', 'value': 'Sleepyhead - by Passion Pit'}, {'name': 'song_4', 'value': 'Satellite - by Guster'}, {'name': 'song_5', 'value': 'West Coast - by Coconut Records'}]",mixtral-8x7b-32768,553023,Enter Sandman - by Metallica
"[{'name': 'playlist_name', 'value': 'Mellow'}, {'name': 'song_1', 'value': 'I Summon You - by Spoon'}, {'name': 'song_2', 'value': 'You And I - by Wilco'}, {'name': 'song_5', 'value': 'West Coast - by Coconut Records'}, {'name': 'song_4', 'value': 'Satellite - by Guster'}, {'name': 'song_3', 'value': 'Sleepyhead - by Passion Pit'}]",mixtral-8x7b-32768,553023,Nobody Speak - by DJ Shadow
"[{'name': 'playlist_name', 'value': 'Mellow'}, {'name': 'song_1', 'value': 'I Summon You - by Spoon'}, {'name': 'song_2', 'value': 'You And I - by Wilco'}, {'name': 'song_3', 'value': 'Sleepyhead - by Passion Pit'}, {'name': 'song_4', 'value': 'Satellite - by Guster'}, {'name': 'song_5', 'value': 'West Coast - by Coconut Records'}]",mixtral-8x7b-32768,553023,Pump It - by Black Eyed Peas
"[{'name': 'song_1', 'value': 'Lemonade - Instrumental - by Gucci Mane'}, {'name': 'song_3', 'value': 'Pause 4 Porno - Instrumental Version - by Dr. Dre'}, {'name': 'song_4', 'value': 'Murder Ink - Instrumental Version - by Dr. Dre'}, {'name': 'song_5', 'value': 'Housewife - Instrumental Version - by Dr. Dre'}, {'name': 'playlist_name', 'value': 'beats'}, {'name': 'song_2', 'value': 'Cry Me a River (In the Style of Big Band Style) [Karaoke Version] - by Ameritz Karaoke Standards'}]",mixtral-8x7b-32768,560540,All of Me - by John Legend - by John Legend
"[{'name': 'song_1', 'value': 'Lemonade - Instrumental - by Gucci Mane'}, {'name': 'song_3', 'value': 'Pause 4 Porno - Instrumental Version - by Dr. Dre'}, {'name': 'song_4', 'value': 'Murder Ink - Instrumental Version - by Dr. Dre'}, {'name': 'song_5', 'value': 'Housewife - Instrumental Version - by Dr. Dre'}, {'name': 'song_2', 'value': 'Cry Me a River (In the Style of Big Band Style) [Karaoke Version] - by Ameritz Karaoke Standards'}, {'name': 'playlist_name', 'value': 'beats'}]",mixtral-8x7b-32768,560540,Happy - by Pharrell Williams - by Pharrell Williams
"[{'name': 'song_3', 'value': 'Pause 4 Porno - Instrumental Version - by Dr. Dre'}, {'name': 'song_4', 'value': 'Murder Ink - Instrumental Version - by Dr. Dre'}, {'name': 'song_5', 'value': 'Housewife - Instrumental Version - by Dr. Dre'}, {'name': 'playlist_name', 'value': 'beats'}, {'name': 'song_1', 'value': 'Lemonade - Instrumental - by Gucci Mane'}, {'name': 'song_2', 'value': 'Cry Me a River (In the Style of Big Band Style) [Karaoke Version] - by Ameritz Karaoke Standards'}]",mixtral-8x7b-32768,560540,Nuthin' but a 'G' Thang - Instrumental Version - by Dr. Dre
"[{'name': 'song_3', 'value': 'Pause 4 Porno - Instrumental Version - by Dr. Dre'}, {'name': 'song_4', 'value': 'Murder Ink - Instrumental Version - by Dr. Dre'}, {'name': 'song_5', 'value': 'Housewife - Instrumental Version - by Dr. Dre'}, {'name': 'playlist_name', 'value': 'beats'}, {'name': 'song_1', 'value': 'Lemonade - Instrumental - by Gucci Mane'}, {'name': 'song_2', 'value': 'Cry Me a River (In the Style of Big Band Style) [Karaoke Version] - by Ameritz Karaoke Standards'}]",mixtral-8x7b-32768,560540,Still D.R.E. - Instrumental Version - by Dr. Dre
"[{'name': 'song_3', 'value': 'Fine Again - by Seether'}, {'name': 'song_4', 'value': 'Blister - by Seether'}, {'name': 'song_5', 'value': 'Careless Whisper - by Seether'}, {'name': 'song_1', 'value': 'Tonight - by Seether'}, {'name': 'song_2', 'value': 'Poem - by Taproot'}, {'name': 'playlist_name', 'value': 'YES'}]",mixtral-8x7b-32768,579339,Broken - by Seether
"[{'name': 'song_1', 'value': 'Tonight - by Seether'}, {'name': 'song_3', 'value': 'Fine Again - by Seether'}, {'name': 'song_4', 'value': 'Blister - by Seether'}, {'name': 'song_2', 'value': 'Poem - by Taproot'}, {'name': 'song_5', 'value': 'Careless Whisper - by Seether'}, {'name': 'playlist_name', 'value': 'YES'}]",mixtral-8x7b-32768,579339,Hey Jude - by The Beatles
"[{'name': 'song_2', 'value': 'Poem - by Taproot'}, {'name': 'song_1', 'value': 'Tonight - by Seether'}, {'name': 'song_3', 'value': 'Fine Again - by Seether'}, {'name': 'song_4', 'value': 'Blister - by Seether'}, {'name': 'playlist_name', 'value': 'YES'}, {'name': 'song_5', 'value': 'Careless Whisper - by Seether'}]",mixtral-8x7b-32768,579339,Remedy - by Taproot
"[{'name': 'song_1', 'value': 'Tonight - by Seether'}, {'name': 'song_3', 'value': 'Fine Again - by Seether'}, {'name': 'song_4', 'value': 'Blister - by Seether'}, {'name': 'song_5', 'value': 'Careless Whisper - by Seether'}, {'name': 'song_2', 'value': 'Poem - by Taproot'}, {'name': 'playlist_name', 'value': 'YES'}]",mixtral-8x7b-32768,579339,Wonderwall - by Oasis
"[{'name': 'playlist_name', 'value': 'ESPAÑOL'}, {'name': 'song_1', 'value': 'Te Recordaré Bailando - by Don Omar'}, {'name': 'song_5', 'value': 'Si Tú No Estás - by Nicky Jam'}, {'name': 'song_2', 'value': 'Dile - by Don Omar'}, {'name': 'song_3', 'value': 'Ya Me Enteré (feat. Nicky Jam) - Urban Version - by Reik'}, {'name': 'song_4', 'value': 'La Carretera - by Prince Royce'}]",mixtral-8x7b-32768,602692,"Bailando - by Enrique Iglesias, Descemer Bueno, Gente de Zona"
"[{'name': 'playlist_name', 'value': 'ESPAÑOL'}, {'name': 'song_1', 'value': 'Te Recordaré Bailando - by Don Omar'}, {'name': 'song_2', 'value': 'Dile - by Don Omar'}, {'name': 'song_3', 'value': 'Ya Me Enteré (feat. Nicky Jam) - Urban Version - by Reik'}, {'name': 'song_4', 'value': 'La Carretera - by Prince Royce'}, {'name': 'song_5', 'value': 'Si Tú No Estás - by Nicky Jam'}]",mixtral-8x7b-32768,602692,"Closer - by The Chainsmokers, Halsey"
"[{'name': 'song_1', 'value': 'Te Recordaré Bailando - by Don Omar'}, {'name': 'song_2', 'value': 'Dile - by Don Omar'}, {'name': 'song_5', 'value': 'Si Tú No Estás - by Nicky Jam'}, {'name': 'song_3', 'value': 'Ya Me Enteré (feat. Nicky Jam) - Urban Version - by Reik'}, {'name': 'song_4', 'value': 'La Carretera - by Prince Royce'}, {'name': 'playlist_name', 'value': 'ESPAÑOL'}]",mixtral-8x7b-32768,602692,Reggaetón Lento - by CNCO
"[{'name': 'playlist_name', 'value': 'ESPAÑOL'}, {'name': 'song_1', 'value': 'Te Recordaré Bailando - by Don Omar'}, {'name': 'song_2', 'value': 'Dile - by Don Omar'}, {'name': 'song_3', 'value': 'Ya Me Enteré (feat. Nicky Jam) - Urban Version - by Reik'}, {'name': 'song_4', 'value': 'La Carretera - by Prince Royce'}, {'name': 'song_5', 'value': 'Si Tú No Estás - by Nicky Jam'}]",mixtral-8x7b-32768,602692,Shape of You - by Ed Sheeran
"[{'name': 'playlist_name', 'value': 'Bachata'}, {'name': 'song_1', 'value': 'Los Infieles - by Aventura'}, {'name': 'song_3', 'value': 'Por un Segundo - by Aventura'}, {'name': 'song_4', 'value': 'Tu Jueguito - by Aventura'}, {'name': 'song_5', 'value': 'La Tormenta - by Aventura'}, {'name': 'song_2', 'value': 'Si Esta Casa Hablara (Bachata Version) - by Joel Santos'}]",mixtral-8x7b-32768,604424,Cómo Olvidar - by Xtreme
"[{'name': 'song_1', 'value': 'Los Infieles - by Aventura'}, {'name': 'song_3', 'value': 'Por un Segundo - by Aventura'}, {'name': 'song_4', 'value': 'Tu Jueguito - by Aventura'}, {'name': 'playlist_name', 'value': 'Bachata'}, {'name': 'song_5', 'value': 'La Tormenta - by Aventura'}, {'name': 'song_2', 'value': 'Si Esta Casa Hablara (Bachata Version) - by Joel Santos'}]",mixtral-8x7b-32768,604424,Obsesionado - by Aventura
"[{'name': 'playlist_name', 'value': 'Bachata'}, {'name': 'song_1', 'value': 'Los Infieles - by Aventura'}, {'name': 'song_2', 'value': 'Si Esta Casa Hablara (Bachata Version) - by Joel Santos'}, {'name': 'song_3', 'value': 'Por un Segundo - by Aventura'}, {'name': 'song_4', 'value': 'Tu Jueguito - by Aventura'}, {'name': 'song_5', 'value': 'La Tormenta - by Aventura'}]",mixtral-8x7b-32768,604424,Shape of You - by Ed Sheeran
"[{'name': 'playlist_name', 'value': 'Bachata'}, {'name': 'song_1', 'value': 'Los Infieles - by Aventura'}, {'name': 'song_2', 'value': 'Si Esta Casa Hablara (Bachata Version) - by Joel Santos'}, {'name': 'song_3', 'value': 'Por un Segundo - by Aventura'}, {'name': 'song_4', 'value': 'Tu Jueguito - by Aventura'}, {'name': 'song_5', 'value': 'La Tormenta - by Aventura'}]",mixtral-8x7b-32768,604424,Work - by Rihanna ft. Drake
"[{'name': 'song_1', 'value': 'Start A Riot - by BANNERS'}, {'name': 'song_2', 'value': ""Show Me What I'm Looking For - by Carolina Liar""}, {'name': 'song_3', 'value': 'Come a Little Closer - by Cage The Elephant'}, {'name': 'song_4', 'value': 'Iris - by The Goo Goo Dolls'}, {'name': 'song_5', 'value': 'Home - by Edward Sharpe & The Magnetic Zeros'}, {'name': 'playlist_name', 'value': 'vibes'}]",mixtral-8x7b-32768,611405,Bodak Yellow - by Cardi B
"[{'name': 'song_1', 'value': 'Start A Riot - by BANNERS'}, {'name': 'song_2', 'value': ""Show Me What I'm Looking For - by Carolina Liar""}, {'name': 'song_3', 'value': 'Come a Little Closer - by Cage The Elephant'}, {'name': 'song_4', 'value': 'Iris - by The Goo Goo Dolls'}, {'name': 'song_5', 'value': 'Home - by Edward Sharpe & The Magnetic Zeros'}, {'name': 'playlist_name', 'value': 'vibes'}]",mixtral-8x7b-32768,611405,Enter Sandman - by Metallica
"[{'name': 'song_1', 'value': 'Start A Riot - by BANNERS'}, {'name': 'song_4', 'value': 'Iris - by The Goo Goo Dolls'}, {'name': 'playlist_name', 'value': 'vibes'}, {'name': 'song_2', 'value': ""Show Me What I'm Looking For - by Carolina Liar""}, {'name': 'song_3', 'value': 'Come a Little Closer - by Cage The Elephant'}, {'name': 'song_5', 'value': 'Home - by Edward Sharpe & The Magnetic Zeros'}]",mixtral-8x7b-32768,611405,"Happier - by Marshmello, Bastille"
"[{'name': 'song_1', 'value': 'Start A Riot - by BANNERS'}, {'name': 'song_2', 'value': ""Show Me What I'm Looking For - by Carolina Liar""}, {'name': 'song_3', 'value': 'Come a Little Closer - by Cage The Elephant'}, {'name': 'song_4', 'value': 'Iris - by The Goo Goo Dolls'}, {'name': 'song_5', 'value': 'Home - by Edward Sharpe & The Magnetic Zeros'}, {'name': 'playlist_name', 'value': 'vibes'}]",mixtral-8x7b-32768,611405,Work Song - by Hozier
"[{'name': 'song_5', 'value': 'Young Dumb & Broke - by Khalid'}, {'name': 'song_2', 'value': 'HUMBLE. - by Kendrick Lamar'}, {'name': 'song_4', 'value': 'Location - by Khalid'}, {'name': 'song_1', 'value': 'Strip That Down - by Liam Payne'}, {'name': 'song_3', 'value': 'Silence - by Marshmello'}, {'name': 'playlist_name', 'value': 'my jam'}]",mixtral-8x7b-32768,625525,Attention - by Charlie Puth - by N/A
"[{'name': 'song_1', 'value': 'Strip That Down - by Liam Payne'}, {'name': 'song_2', 'value': 'HUMBLE. - by Kendrick Lamar'}, {'name': 'song_3', 'value': 'Silence - by Marshmello'}, {'name': 'song_4', 'value': 'Location - by Khalid'}, {'name': 'song_5', 'value': 'Young Dumb & Broke - by Khalid'}, {'name': 'playlist_name', 'value': 'my jam'}]",mixtral-8x7b-32768,625525,Hotline Bling - by Drake - by N/A
"[{'name': 'song_4', 'value': 'Location - by Khalid'}, {'name': 'song_5', 'value': 'Young Dumb & Broke - by Khalid'}, {'name': 'song_1', 'value': 'Strip That Down - by Liam Payne'}, {'name': 'song_2', 'value': 'HUMBLE. - by Kendrick Lamar'}, {'name': 'song_3', 'value': 'Silence - by Marshmello'}, {'name': 'playlist_name', 'value': 'my jam'}]",mixtral-8x7b-32768,625525,Rollin' - by Calvin Harris - by Featuring Khalid & Future
"[{'name': 'song_1', 'value': 'Strip That Down - by Liam Payne'}, {'name': 'song_2', 'value': 'HUMBLE. - by Kendrick Lamar'}, {'name': 'song_3', 'value': 'Silence - by Marshmello'}, {'name': 'song_4', 'value': 'Location - by Khalid'}, {'name': 'song_5', 'value': 'Young Dumb & Broke - by Khalid'}, {'name': 'playlist_name', 'value': 'my jam'}]",mixtral-8x7b-32768,625525,Work - by Rihanna - by Featuring Drake
